date,Basketballs,Soccer balls,Tennis rackets,Running shoes,Treadmills,Dumbbells,Yoga mats,Baseball bats,Swim goggles,Hiking boots,Camping tents,Football helmets,Bicycles,Skateboards,Ski equipment,Snowboards,Golf clubs,Cricket bats,Boxing gloves,Fishing rods,Kayaks,Canoes,Paddles,Climbing gear,Water bottles,Gym bags,Sports watches,Exercise bikes,Rowing machines,Weight benches,Resistance bands,Pull-up bars,Ellipticals,Protein powder,Running gear,Swim caps,Soccer cleats,Basketball jerseys,Fitness trackers,Hiking backpacks,Sleeping bags,Camping stoves,Headlamps,Sports sunglasses,Knee pads,Elbow pads,Ski poles,Snowshoes,Life jackets,Tennis balls,Sports uniforms,Baseball gloves,Frisbees,Lacrosse sticks,Squash rackets,Volleyballs,Scuba gear,Archery bows,Sports towels,Ankle weights,Jump ropes,Workout clothes,Fitness mats,Kayak paddles,Trekking poles,Trail running shoes,Compression socks,Skipping ropes,Weightlifting belts,Boxing bags,Paintball guns,Baseball caps,Wrist supports,Fingerless gloves,Water bladders,Athletic tape,Biking helmets,Ski goggles,Paddleboards,Dartboards,Hand wraps,Paragliding kits,Mountain bikes,Gym gloves,Tackle boxes,Cross-trainers,Martial arts gear,Aerobics steps,Shin guards,Hip bags,Cycling jerseys,Longboards,Balance boards,Roller skates,Snow tubes,Arm warmers,Hammocks,Athletic shoes,Tennis grips,Hunting boots,Outdoor grills,Baseball hats,Wrestling shoes,Sports drinks
2022-05-29,0.12,0.12,0.12,3.217391304347826,0.18,0.8695652173913043,0.08,0.34,0.17,0.782051282051282,0.21,0.1,0.9361702127659575,0.5774647887323944,0.02,0.07,2.28125,0.19759999999999997,0.36,0.41,1.088235294117647,0.2,0.5,0.1,1.1475409836065573,0.06,0.03,0.06,0.03,0.2496,0.2631578947368421,0.0,0.0192,2.7037037037037037,0.07,0.06,0.7,0.11,0.02127659574468085,0.63232,0.19,0.29951999999999995,0.06,0.9463999999999999,0.33,0.07,0.02,0.03,0.35,0.28,0.45066666666666666,0.35,1.1345454545454545,0.05,0.0,0.48256,0.07,0.03,0.1248,0.1,0.5616,0.27,0.1248,0.0384,0.0736,0.24,0.7625,0.0,0.17045853658536586,0.29951999999999995,0.1,0.22,0.0,0.16,0.0,0.0704,0.10261333333333332,0.04,0.04,0.0,0.7696,0.0,0.5423728813559322,0.3466666666666666,0.45515294117647054,0.0,0.0,0.0,0.13,0.13293913043478262,0.3354,0.13,0.1015813953488372,0.7,0.0,0.27162352941176465,0.29,0.26,0.20639999999999997,0.07,0.1,0.3,0.1,0.07
2022-06-05,0.14,0.14,0.14,3.1739130434782608,0.17,1.0,0.08,0.42,0.16,0.7564102564102564,0.2,0.12,0.9574468085106383,0.5633802816901409,0.01,0.08,2.3125,0.156,0.36,0.41,1.0,0.18,0.46,0.09,1.278688524590164,0.06,0.02,0.06,0.03,0.17279999999999998,0.2807017543859649,0.0,0.016,2.7777777777777777,0.08,0.06,0.7285714285714285,0.12,0.02127659574468085,0.6656,0.18,0.29452799999999996,0.07,0.8735999999999999,0.38,0.07,0.01,0.03,0.31,0.29,0.3813333333333333,0.35,0.6920727272727273,0.05,0.0,0.42432,0.07,0.04,0.08522926829268293,0.11,0.53664,0.29,0.24035555555555554,0.0384,0.0704,0.22,0.8375,0.0,0.10349268292682925,0.23088,0.11,0.21,0.0,0.17,0.11073802816901408,0.064,0.1358933333333333,0.05,0.04,0.0,0.6656,0.0,0.5084745762711864,0.39519999999999994,0.5212235294117648,0.0,0.0,0.0,0.16,0.16820869565217392,0.2808,0.14,0.1306046511627907,0.72,0.0,0.3083294117647059,0.27,0.26,0.15360000000000001,0.07,0.09,0.29,0.11,0.07
2022-06-12,0.13,0.13,0.12,3.0869565217391304,0.18,0.9130434782608695,0.08,0.39,0.18,0.7051282051282052,0.21,0.11,0.9148936170212766,0.5774647887323944,0.01,0.08,2.5,0.1456,0.34,0.41,0.9705882352941176,0.18,0.49,0.09,1.3114754098360655,0.06,0.04,0.05,0.03,0.22079999999999997,0.2807017543859649,0.0,0.022400000000000003,2.740740740740741,0.08,0.07,0.7142857142857143,0.12,0.02127659574468085,0.48256,0.17,0.35942399999999997,0.07,0.9672,0.38,0.07,0.01,0.04,0.36,0.29,0.416,0.33,0.6353454545454545,0.04,0.0,0.44095999999999996,0.07,0.04,0.304390243902439,0.1,0.5616,0.29,0.09706666666666666,0.041600000000000005,0.0704,0.21,0.9125,0.0,0.11566829268292683,0.20592,0.11,0.19,0.0,0.17,0.0,0.0672,0.10538666666666666,0.04,0.04,0.0,0.7591999999999999,0.0,0.4915254237288136,0.5130666666666666,0.4992,0.0,0.0,0.0,0.16,0.18991304347826088,0.3822,0.15,0.09577674418604651,0.68,0.0,0.2936470588235294,0.28,0.22,0.19679999999999997,0.07,0.09,0.31,0.11,0.07
2022-06-19,0.14,0.1,0.12,3.0869565217391304,0.17,1.0,0.08,0.35,0.2,0.782051282051282,0.23,0.12,0.9787234042553191,0.5774647887323944,0.01,0.07,2.78125,0.19759999999999997,0.33,0.44,1.0294117647058822,0.2,0.48,0.1,1.2131147540983607,0.06,0.03,0.07,0.03,0.22079999999999997,0.2982456140350877,0.0,0.016,2.740740740740741,0.08,0.08,0.7285714285714285,0.11,0.02127659574468085,0.7155199999999999,0.17,0.34944,0.07,1.0088,0.32,0.06,0.02,0.04,0.42,0.28,0.3813333333333333,0.33,0.624,0.04,0.0,0.46592,0.08,0.03,0.16132682926829267,0.12,0.43679999999999997,0.28,0.1248,0.044800000000000006,0.0704,0.23,0.825,0.0,0.13393170731707318,0.2496,0.1,0.21,0.0,0.17,0.0,0.0672,0.13312,0.05,0.05,0.0,0.7176,0.0,0.5084745762711864,0.3813333333333333,0.4918588235294118,0.0,0.0,0.0,0.14,0.1763478260869565,0.3978,0.14,0.17413953488372091,0.68,0.0,0.3523764705882353,0.26,0.24,0.17279999999999998,0.07,0.08,0.28,0.11,0.07
2022-06-26,0.12,0.1,0.12,2.9565217391304346,0.17,0.9130434782608695,0.08,0.31,0.17,0.7051282051282052,0.22,0.13,0.8936170212765957,0.5633802816901409,0.02,0.08,2.4375,0.19759999999999997,0.33,0.41,1.1176470588235294,0.21,0.49,0.09,1.1475409836065573,0.06,0.03,0.06,0.03,0.2112,0.2982456140350877,0.0,0.0192,2.5555555555555554,0.08,0.07,0.6857142857142857,0.1,0.02127659574468085,0.5158400000000001,0.19,0.2496,0.07,0.8527999999999999,0.35,0.07,0.02,0.03,0.44,0.29,0.39519999999999994,0.32,0.5445818181818182,0.04,0.0,0.43263999999999997,0.08,0.05,0.10044878048780488,0.11,0.54912,0.27,0.15715555555555555,0.0512,0.08,0.22,0.9625,0.0,0.19176585365853657,0.29951999999999995,0.09,0.2,0.09672,0.17,0.08261408450704225,0.0704,0.0,0.05,0.05,0.08736,0.676,0.0,0.5084745762711864,0.3189333333333333,0.42578823529411763,0.0,0.0,0.0,0.13,0.10309565217391303,0.27299999999999996,0.13,0.0,0.66,0.0,0.3376941176470588,0.24,0.24,0.2016,0.07,0.09,0.29,0.12,0.07
2022-07-03,0.1,0.09,0.14,3.0,0.18,0.9130434782608695,0.08,0.29,0.18,0.7435897435897436,0.21,0.13,0.9574468085106383,0.5774647887323944,0.01,0.1,2.3125,0.1248,0.32,0.4,1.1176470588235294,0.23,0.54,0.1,1.1639344262295082,0.05,0.02,0.06,0.04,0.24,0.2807017543859649,0.0,0.0192,2.6296296296296298,0.08,0.07,0.6857142857142857,0.1,0.02127659574468085,0.63232,0.18,0.26956800000000003,0.07,0.8839999999999999,0.34,0.07,0.01,0.03,0.44,0.31,0.3605333333333333,0.29,0.5672727272727273,0.04,0.0,0.47423999999999994,0.09,0.04,0.16741463414634147,0.11,0.47423999999999994,0.28,0.11555555555555555,0.054400000000000004,0.0864,0.21,0.9,0.0,0.13088780487804877,0.23088,0.1,0.19,0.0,0.15,0.0,0.0608,0.14143999999999998,0.04,0.06,0.0,0.7384000000000001,0.0,0.5423728813559322,0.39519999999999994,0.45515294117647054,0.0,0.11473548387096773,0.0,0.13,0.14379130434782608,0.3978,0.13,0.15962790697674417,0.66,0.01,0.3817411764705882,0.27,0.24,0.20639999999999997,0.08,0.08,0.27,0.1,0.06
2022-07-10,0.12,0.1,0.14,3.4347826086956523,0.2,1.0434782608695652,0.09,0.3,0.18,0.7564102564102564,0.22,0.19,0.9361702127659575,0.5915492957746479,0.02,0.09,2.46875,0.156,0.34,0.43,1.088235294117647,0.2,0.54,0.09,1.2459016393442623,0.07,0.03,0.06,0.03,0.24,0.3157894736842105,0.0,0.0288,2.8518518518518516,0.08,0.06,0.7857142857142857,0.12,0.0425531914893617,0.59072,0.19,0.37439999999999996,0.07,0.7384000000000001,0.4,0.09,0.02,0.03,0.4,0.3,0.4645333333333333,0.31,0.771490909090909,0.04,0.0,0.38272,0.09,0.04,0.16741463414634147,0.12,0.54912,0.29,0.1063111111111111,0.0512,0.08320000000000001,0.22,0.925,0.0,0.14306341463414632,0.21216,0.11,0.2,0.0,0.16,0.0,0.0736,0.10815999999999999,0.04,0.06,0.0,0.8008,0.0,0.5423728813559322,0.3605333333333333,0.44781176470588235,0.0,0.09058064516129032,0.0,0.16,0.12751304347826087,0.429,0.14,0.15092093023255812,0.7,0.01,0.3817411764705882,0.27,0.28,0.18719999999999998,0.1,0.07,0.23,0.11,0.07
2022-07-17,0.09,0.1,0.11,3.0434782608695654,0.18,1.0,0.08,0.28,0.16,0.7051282051282052,0.21,0.23,0.9148936170212766,0.5915492957746479,0.02,0.09,2.5,0.19759999999999997,0.36,0.41,0.9705882352941176,0.2,0.5,0.09,1.360655737704918,0.06,0.02,0.06,0.03,0.22079999999999997,0.3157894736842105,0.0,0.0256,2.888888888888889,0.08,0.06,0.8714285714285714,0.11,0.02127659574468085,0.64896,0.18,0.334464,0.07,0.832,0.37,0.08,0.02,0.03,0.37,0.25,0.5130666666666666,0.28,0.8622545454545454,0.03,0.0,0.39104,0.09,0.05,0.13393170731707318,0.11,0.5116799999999999,0.3,0.10168888888888888,0.041600000000000005,0.0864,0.2,0.95,0.0,0.14001951219512196,0.25583999999999996,0.1,0.18,0.0858,0.13,0.0,0.0704,0.14143999999999998,0.05,0.05,0.0,0.8111999999999999,0.0,0.5254237288135594,0.40213333333333334,0.4184470588235294,0.0,0.0,0.0,0.15,0.16549565217391302,0.45239999999999997,0.15,0.09577674418604651,0.6,0.01,0.3523764705882353,0.21,0.26,0.20639999999999997,0.1,0.07,0.24,0.11,0.07
2022-07-24,0.09,0.1,0.13,3.217391304347826,0.18,0.9130434782608695,0.07,0.25,0.14,0.7051282051282052,0.2,0.34,0.9148936170212766,0.5774647887323944,0.02,0.11,2.375,0.22879999999999998,0.33,0.39,0.9705882352941176,0.19,0.52,0.09,1.3114754098360655,0.06,0.03,0.07,0.03,0.18239999999999998,0.3157894736842105,0.0,0.022400000000000003,2.8518518518518516,0.07,0.06,1.0142857142857142,0.11,0.02127659574468085,0.63232,0.16,0.319488,0.06,0.8215999999999999,0.37,0.08,0.02,0.03,0.33,0.26,0.5754666666666666,0.26,0.6126545454545455,0.04,0.0,0.37439999999999996,0.09,0.05,0.07914146341463414,0.11,0.44928,0.3,0.13404444444444444,0.048,0.08,0.23,0.8375,0.0,0.10653658536585366,0.28703999999999996,0.09,0.17,0.09047999999999999,0.14,0.09491830985915492,0.064,0.10538666666666666,0.05,0.05,0.0,0.7903999999999999,0.0,0.4915254237288136,0.43679999999999997,0.44047058823529406,0.0,0.11674838709677418,0.0,0.17,0.10309565217391303,0.5382,0.14,0.12770232558139535,0.6,0.0,0.3376941176470588,0.21,0.29,0.2784,0.11,0.07,0.24,0.11,0.07
2022-07-31,0.09,0.11,0.11,3.4782608695652173,0.17,0.9565217391304348,0.08,0.21,0.15,0.717948717948718,0.19,0.35,0.9148936170212766,0.5774647887323944,0.01,0.12,2.25,0.208,0.32,0.34,0.8529411764705882,0.18,0.5,0.09,1.2950819672131149,0.06,0.02,0.06,0.02,0.2304,0.2631578947368421,0.0,0.0192,2.962962962962963,0.07,0.06,1.0571428571428572,0.11,0.02127659574468085,0.68224,0.16,0.22464,0.06,0.7072,0.43,0.08,0.02,0.04,0.29,0.26,0.5685333333333333,0.27,0.4992,0.03,0.0,0.45759999999999995,0.09,0.05,0.09740487804878048,0.1,0.5616,0.27,0.08782222222222222,0.041600000000000005,0.0864,0.23,0.85,0.0,0.0913170731707317,0.19968,0.09,0.19,0.0,0.15,0.08437183098591548,0.0704,0.0,0.05,0.05,0.0,0.7487999999999999,0.0,0.5084745762711864,0.4437333333333333,0.4331294117647059,0.0,0.08856774193548388,0.0,0.2,0.1709217391304348,0.37439999999999996,0.12,0.0,0.54,0.01,0.3376941176470588,0.2,0.3,0.168,0.14,0.05,0.21,0.1,0.07
2022-08-07,0.08,0.1,0.12,3.4782608695652173,0.19,0.9565217391304348,0.08,0.26,0.14,0.782051282051282,0.17,0.35,0.9148936170212766,0.5774647887323944,0.02,0.12,2.34375,0.22879999999999998,0.33,0.35,0.8235294117647058,0.18,0.55,0.1,1.4262295081967213,0.06,0.02,0.06,0.03,0.2784,0.2631578947368421,0.0,0.016,2.962962962962963,0.08,0.06,1.3714285714285714,0.1,0.02127659574468085,0.52416,0.17,0.314496,0.07,0.7176,0.46,0.07,0.02,0.04,0.24,0.29,0.6309333333333332,0.24,0.6466909090909091,0.02,0.0,0.45759999999999995,0.08,0.06,0.09740487804878048,0.11,0.43679999999999997,0.29,0.12017777777777777,0.0352,0.0864,0.22,1.0125,0.0,0.17045853658536586,0.24336,0.09,0.19,0.0,0.16,0.0,0.096,0.1442133333333333,0.06,0.04,0.0,0.7176,0.0,0.4576271186440678,0.40213333333333334,0.4184470588235294,0.0,0.10265806451612904,0.0,0.23,0.1709217391304348,0.30419999999999997,0.13,0.11028837209302325,0.6,0.0,0.34503529411764705,0.21,0.3,0.18239999999999998,0.15,0.06,0.24,0.12,0.06
2022-08-14,0.1,0.12,0.12,3.608695652173913,0.2,1.0434782608695652,0.08,0.25,0.11,0.7948717948717948,0.17,0.33,0.8936170212765957,0.6056338028169014,0.02,0.15,2.25,0.22879999999999998,0.36,0.33,0.7352941176470589,0.16,0.54,0.1,1.639344262295082,0.06,0.03,0.06,0.03,0.18239999999999998,0.2807017543859649,0.0,0.022400000000000003,2.888888888888889,0.08,0.04,1.2285714285714286,0.09,0.02127659574468085,0.7238399999999999,0.18,0.21465599999999999,0.08,0.6344,0.54,0.08,0.02,0.04,0.2,0.28,0.5546666666666666,0.28,0.5105454545454545,0.03,0.0,0.54912,0.09,0.07,0.11262439024390243,0.1,0.44928,0.27,0.11555555555555555,0.0352,0.08,0.23,1.0,0.0,0.08218536585365854,0.27456,0.09,0.17,0.0,0.17,0.0,0.08,0.11370666666666666,0.06,0.04,0.094848,0.6864,0.0,0.4745762711864407,0.40906666666666663,0.38908235294117643,0.0,0.11876129032258065,0.0,0.29,0.23874782608695652,0.3276,0.12,0.0,0.56,0.0,0.32301176470588233,0.21,0.31,0.144,0.16,0.06,0.21,0.13,0.07
2022-08-21,0.08,0.12,0.11,3.3043478260869565,0.18,0.9130434782608695,0.08,0.24,0.1,0.7692307692307693,0.17,0.28,0.8723404255319149,0.5492957746478874,0.02,0.15,2.0,0.104,0.37,0.32,0.6764705882352942,0.15,0.52,0.09,1.3442622950819672,0.06,0.03,0.06,0.04,0.2112,0.2631578947368421,0.0,0.0192,2.8518518518518516,0.08,0.04,1.1285714285714286,0.1,0.02127659574468085,0.54912,0.17,0.344448,0.08,0.5928,0.51,0.09,0.02,0.04,0.16,0.28,0.5338666666666666,0.24,0.4765090909090909,0.03,0.0,0.6656,0.08,0.06,0.10349268292682925,0.1,0.4992,0.27,0.12017777777777777,0.0288,0.0864,0.23,1.0125,0.0,0.1248,0.29328,0.08,0.16,0.0,0.16,0.1248,0.0992,0.08042666666666667,0.06,0.03,0.0,0.8008,0.0,0.4406779661016949,0.4645333333333333,0.37439999999999996,0.0,0.08454193548387096,0.0,0.32,0.14921739130434783,0.312,0.11,0.1131906976744186,0.52,0.0,0.37439999999999996,0.18,0.28,0.1776,0.17,0.05,0.22,0.14,0.06
2022-08-28,0.1,0.12,0.12,3.0869565217391304,0.2,0.8695652173913043,0.08,0.23,0.1,0.7948717948717948,0.15,0.27,0.8085106382978723,0.5352112676056338,0.03,0.17,1.78125,0.1664,0.4,0.28,0.6176470588235294,0.14,0.51,0.09,1.2950819672131149,0.06,0.02,0.07,0.03,0.2016,0.2631578947368421,0.0,0.022400000000000003,2.6666666666666665,0.08,0.04,1.1571428571428573,0.1,0.02127659574468085,0.4992,0.17,0.28454399999999996,0.07,0.6344,0.43,0.07,0.02,0.05,0.16,0.31,0.5338666666666666,0.22,0.44247272727272724,0.03,0.07848247422680411,0.6073599999999999,0.07,0.06,0.14001951219512196,0.1,0.47423999999999994,0.25,0.09706666666666666,0.032,0.0864,0.23,0.875,0.0,0.1248,0.312,0.07,0.15,0.08424,0.11,0.08964507042253521,0.096,0.0,0.07,0.04,0.0,0.7487999999999999,0.0,0.4067796610169492,0.3189333333333333,0.35971764705882353,0.0,0.11473548387096773,0.0,0.3,0.18991304347826088,0.2808,0.13,0.15672558139534884,0.5,0.0,0.3817411764705882,0.19,0.25,0.2256,0.19,0.06,0.21,0.15,0.07
2022-09-04,0.1,0.13,0.16,3.1739130434782608,0.19,0.9565217391304348,0.09,0.2,0.09,0.717948717948718,0.15,0.26,0.8297872340425532,0.5070422535211268,0.02,0.18,1.6875,0.19759999999999997,0.37,0.28,0.5882352941176471,0.14,0.47,0.1,1.1311475409836065,0.06,0.03,0.05,0.03,0.144,0.21052631578947367,0.0,0.022400000000000003,2.6666666666666665,0.1,0.04,1.3,0.1,0.02127659574468085,0.46592,0.17,0.21964799999999998,0.07,0.5512,0.39,0.07,0.03,0.05,0.15,0.39,0.6170666666666667,0.21,0.5559272727272726,0.03,0.0,0.7072,0.07,0.06,0.09436097560975609,0.09,0.36191999999999996,0.27,0.09706666666666666,0.0288,0.08960000000000001,0.22,0.8625,0.0,0.13393170731707318,0.25583999999999996,0.08,0.15,0.0,0.1,0.09667605633802816,0.08320000000000001,0.08042666666666667,0.07,0.03,0.104832,0.6344,0.0,0.4067796610169492,0.45759999999999995,0.3964235294117647,0.0,0.0,0.0,0.37,0.16820869565217392,0.28859999999999997,0.11,0.1306046511627907,0.5,0.01,0.4037647058823529,0.19,0.23,0.3408,0.21,0.06,0.2,0.15,0.07
2022-09-11,0.1,0.13,0.1,2.9130434782608696,0.18,0.782608695652174,0.08,0.19,0.08,0.7435897435897436,0.14,0.27,0.7021276595744681,0.5211267605633803,0.02,0.18,1.4375,0.1456,0.42,0.25,0.4411764705882353,0.11,0.47,0.09,1.0819672131147542,0.06,0.04,0.06,0.04,0.1344,0.22807017543859648,0.0,0.0192,2.5555555555555554,0.09,0.03,1.0285714285714285,0.11,0.02127659574468085,0.50752,0.15,0.18470399999999998,0.09,0.5512,0.41,0.07,0.03,0.05,0.13,0.28,0.52,0.18,0.44247272727272724,0.03,0.0,0.7238399999999999,0.06,0.06,0.10653658536585366,0.1,0.38688,0.26,0.0,0.0192,0.064,0.19,0.8375,0.0,0.14001951219512196,0.22464,0.07,0.15,0.0,0.12,0.07909859154929577,0.0864,0.11925333333333334,0.08,0.02,0.08486400000000001,0.6656,0.0,0.3559322033898305,0.32586666666666664,0.26428235294117647,0.0,0.0,0.0,0.3,0.12751304347826087,0.1794,0.1,0.15092093023255812,0.48,0.0,0.4918588235294118,0.16,0.23,0.20639999999999997,0.21,0.04,0.2,0.16,0.07
2022-09-18,0.1,0.12,0.09,2.9130434782608696,0.19,0.8260869565217391,0.07,0.2,0.07,0.782051282051282,0.12,0.26,0.7659574468085106,0.5070422535211268,0.02,0.19,1.3125,0.21839999999999998,0.4,0.23,0.38235294117647056,0.12,0.46,0.09,1.1311475409836065,0.05,0.03,0.06,0.05,0.15360000000000001,0.21052631578947367,0.0,0.0128,2.4444444444444446,0.08,0.03,0.9142857142857143,0.09,0.02127659574468085,0.46592,0.17,0.23462399999999997,0.07,0.52,0.36,0.08,0.03,0.05,0.09,0.23,0.4922666666666667,0.18,0.40843636363636365,0.02,0.0,0.7321599999999999,0.05,0.07,0.1552390243902439,0.09,0.43679999999999997,0.25,0.13404444444444444,0.016,0.0672,0.18,0.7625,0.0,0.13088780487804877,0.26832,0.07,0.14,0.09204,0.1,0.09140281690140845,0.0864,0.0,0.08,0.02,0.132288,0.728,0.0,0.3728813559322034,0.36746666666666666,0.27162352941176465,0.0,0.0,0.0,0.21,0.1410782608695652,0.2652,0.1,0.12770232558139535,0.44,0.0,0.42578823529411763,0.15,0.22,0.2112,0.22,0.04,0.18,0.17,0.07
2022-09-25,0.11,0.13,0.08,2.652173913043478,0.18,0.7391304347826086,0.07,0.19,0.07,0.782051282051282,0.1,0.29,0.6595744680851063,0.5070422535211268,0.03,0.19,1.25,0.18719999999999998,0.36,0.23,0.3235294117647059,0.11,0.4,0.09,1.0163934426229508,0.05,0.02,0.05,0.04,0.16319999999999998,0.22807017543859648,0.0,0.016,2.2962962962962963,0.09,0.03,0.8,0.1,0.02127659574468085,0.40768,0.18,0.44428799999999996,0.08,0.39519999999999994,0.34,0.07,0.03,0.05,0.09,0.23,0.40906666666666663,0.19,0.3857454545454545,0.03,0.0,0.65728,0.05,0.06,0.0,0.09,0.29951999999999995,0.25,0.0,0.016,0.0576,0.17,0.8625,0.0,0.15828292682926828,0.23088,0.08,0.14,0.10608,0.12,0.09667605633802816,0.0768,0.15808,0.08,0.01,0.0,0.728,0.0,0.3559322033898305,0.312,0.27162352941176465,0.0,0.10064516129032257,0.0,0.18,0.10038260869565217,0.20279999999999998,0.1,0.08416744186046511,0.42,0.0,0.5652705882352941,0.15,0.21,0.20639999999999997,0.26,0.04,0.19,0.21,0.06
2022-10-02,0.11,0.13,0.08,2.782608695652174,0.2,0.9130434782608695,0.07,0.19,0.06,0.8461538461538461,0.1,0.27,0.7446808510638298,0.5211267605633803,0.03,0.23,1.15625,0.1456,0.33,0.22,0.29411764705882354,0.11,0.43,0.09,1.0,0.05,0.03,0.05,0.03,0.1152,0.21052631578947367,0.0,0.0192,2.259259259259259,0.11,0.03,0.8,0.11,0.02127659574468085,0.5990399999999999,0.19,0.21465599999999999,0.09,0.40559999999999996,0.32,0.07,0.03,0.06,0.07,0.21,0.45066666666666666,0.19,0.4197818181818182,0.04,0.0913484536082474,0.63232,0.05,0.08,0.1187121951219512,0.1,0.42432,0.24,0.0,0.0128,0.0608,0.2,0.8375,0.0,0.0,0.23711999999999997,0.08,0.16,0.1248,0.14,0.07734084507042252,0.08,0.0,0.1,0.01,0.0,0.7384000000000001,0.0,0.3220338983050847,0.312,0.27162352941176465,0.0,0.0,0.0,0.16,0.11123478260869564,0.19499999999999998,0.1,0.11028837209302325,0.42,0.01,0.5726117647058823,0.15,0.22,0.17279999999999998,0.27,0.04,0.2,0.26,0.06
2022-10-09,0.11,0.12,0.07,2.8260869565217392,0.21,0.782608695652174,0.08,0.19,0.06,0.8717948717948718,0.1,0.27,0.6808510638297872,0.5211267605633803,0.03,0.27,1.15625,0.18719999999999998,0.33,0.24,0.29411764705882354,0.1,0.48,0.1,1.0,0.06,0.03,0.06,0.03,0.16319999999999998,0.22807017543859648,0.0,0.0192,2.3333333333333335,0.1,0.03,0.7,0.11,0.02127659574468085,0.52416,0.19,0.279552,0.09,0.46799999999999997,0.31,0.07,0.04,0.07,0.08,0.21,0.5338666666666666,0.21,0.40843636363636365,0.03,0.0,0.63232,0.05,0.08,0.1248,0.08,0.41184,0.23,0.09244444444444444,0.0128,0.054400000000000004,0.19,0.8,0.0,0.11262439024390243,0.20592,0.09,0.16,0.0,0.13,0.0,0.08960000000000001,0.08874666666666667,0.1,0.01,0.0,0.6656,0.0,0.3389830508474576,0.3466666666666666,0.28630588235294113,0.0,0.10668387096774193,0.0,0.15,0.12208695652173912,0.18719999999999998,0.11,0.08706976744186046,0.42,0.0,0.5726117647058823,0.16,0.22,0.216,0.26,0.04,0.19,0.32,0.07
2022-10-16,0.11,0.12,0.07,2.652173913043478,0.21,0.7391304347826086,0.08,0.21,0.07,0.9358974358974359,0.1,0.44,0.6808510638297872,0.5070422535211268,0.03,0.22,1.0625,0.1664,0.34,0.21,0.2647058823529412,0.09,0.44,0.09,0.9672131147540983,0.06,0.03,0.06,0.03,0.2016,0.22807017543859648,0.0,0.0192,2.2222222222222223,0.11,0.02,0.7571428571428571,0.12,0.02127659574468085,0.39104,0.21,0.309504,0.09,0.5408,0.33,0.07,0.04,0.08,0.07,0.26,0.5893333333333333,0.23,0.3403636363636363,0.03,0.0,0.69888,0.12,0.07,0.0,0.08,0.34944,0.27,0.0832,0.0096,0.054400000000000004,0.18,0.8,0.0,0.13697560975609757,0.2808,0.07,0.15,0.11855999999999998,0.18,0.0,0.08,0.0,0.12,0.01,0.0,0.7072,0.0,0.3050847457627119,0.2634666666666667,0.26428235294117647,0.0,0.1207741935483871,0.0,0.14,0.15735652173913042,0.1794,0.09,0.08416744186046511,0.4,0.0,0.6460235294117647,0.15,0.21,0.18239999999999998,0.28,0.04,0.18,0.38,0.07
2022-10-23,0.13,0.13,0.07,2.5652173913043477,0.2,0.7391304347826086,0.07,0.19,0.06,0.782051282051282,0.1,0.27,0.6382978723404256,0.5492957746478874,0.03,0.3,1.0625,0.18719999999999998,0.35,0.21,0.23529411764705882,0.09,0.44,0.09,0.9508196721311475,0.05,0.02,0.07,0.03,0.1344,0.24561403508771928,0.0,0.0256,2.2222222222222223,0.11,0.03,0.7142857142857143,0.14,0.02127659574468085,0.38272,0.18,0.23462399999999997,0.09,0.4472,0.31,0.06,0.05,0.08,0.06,0.2,0.5338666666666666,0.23,0.3403636363636363,0.03,0.0,0.832,0.05,0.06,0.0,0.08,0.32448,0.26,0.10168888888888888,0.0128,0.041600000000000005,0.15,0.875,0.0,0.0913170731707317,0.25583999999999996,0.08,0.15,0.09047999999999999,0.18,0.0,0.0736,0.0,0.14,0.01,0.0,0.7384000000000001,0.0,0.3050847457627119,0.36746666666666666,0.13948235294117647,0.0,0.08655483870967742,0.0,0.15,0.0,0.1794,0.09,0.0,0.4,0.01,0.7194352941176471,0.14,0.21,0.1392,0.29,0.04,0.18,0.47,0.08
2022-10-30,0.13,0.12,0.07,2.5652173913043477,0.21,0.8260869565217391,0.07,0.21,0.07,0.782051282051282,0.07,0.22,0.6382978723404256,0.49295774647887325,0.04,0.3,0.90625,0.156,0.35,0.19,0.20588235294117646,0.09,0.45,0.09,0.9508196721311475,0.06,0.03,0.06,0.04,0.2112,0.19298245614035087,0.0,0.0256,2.259259259259259,0.1,0.03,0.7285714285714285,0.13,0.02127659574468085,0.37439999999999996,0.16,0.334464,0.09,0.364,0.32,0.06,0.05,0.09,0.06,0.2,0.5269333333333334,0.22,0.2722909090909091,0.03,0.0,0.5657599999999999,0.08,0.05,0.0,0.08,0.53664,0.23,0.12942222222222222,0.0128,0.041600000000000005,0.17,0.9375,0.0,0.17350243902439022,0.19344,0.07,0.14,0.09516,0.15,0.0,0.0704,0.10815999999999999,0.14,0.01,0.0,0.6968,0.0,0.3050847457627119,0.36746666666666666,0.27896470588235295,0.0,0.08051612903225806,0.0,0.14,0.09495652173913044,0.19499999999999998,0.09,0.12770232558139535,0.4,0.01,0.6019764705882352,0.13,0.21,0.2256,0.28,0.04,0.17,0.6,0.07
